"com","id_noeud","POPULATION"
"53002","87249",616
"53031","127648",493
"53222","85755",366
"53005","87246",2256
"53195","81220",483
"53146","101813",1730
"53159","178235",365
"53092","45906",211
"53153","131137",691
"17072","128927",1266
"53120","123979",484
"53249","71780",459
"53274","103671",236
"72211","23872",696
"72209","75218",305
"72234","55848",362
"72273","127861",217
"72199","47942",240
"72332","55842",620
"72152","103821",476
"72012","29186",515
"78297","206046",27546
"72194","153136",261
"72174","33066",110
"72222","153137",284
"72112","115574",483
"72116","32517",138
"72088","78448",347
"72233","164176",70
"72214","141334",12
"72265","51817",268
"72148","51818",88
"72102","31060",88
"72352","50345",134
"72259","135532",310
"72220","9533",954
"72281","86249",431
"72062","70122",890
"72114","86247",273
"72245","86012",678
"72020","86013",749
"28144","48190",233
"28111","48192",368
"28010","56442",353
"28031","119204",435
"28252","48321",225
"28219","95471",403
"28161","48451",508
"28123","176185",507
"28409","48396",469
"28424","153243",1723
"28272","135842",163
"28066","158682",242
"28370","24497",459
"28057","187596",574
"28127","87636",948
"28270","183877",213
"28176","32957",673
"28411","166963",161
"28412","75168",187
"28164","103845",743
"28426","108718",487
"28189","55054",187
"28276","49259",205
"28284","21855",268
"28406","108986",1030
"45037","151508",450
"45005","182721",210
"45181","83233",75
"45135","1632",341
"45080","182717",406
"45217","71132",177
"45170","181929",131
"45133","7901",556
"45198","158812",303
"45054","146187",507
"45125","146188",127
"45013","134786",233
"77046","233611",377
"77198","146955",207
"77395","75643",123
"77220","101164",283
"77200","57470",106
"77342","147070",98
"77011","84252",542
"77348","111891",297
"77102","111885",166
"77178","121838",479
"77333","209827",12824
"77016","172036",1690
"77329","167125",702
"77353","65003",442
"77504","167835",835
"77387","50721",471
"77399","167834",231
"77115","202184",516
"77489","152776",204
"77035","1815",566
"89428","57464",558
"89467","30906",832
"89143","190918",323
"89054","187342",793
"89229","192711",440
"89369","102430",555
"89458","147944",171
"89465","202694",323
"89274","192710",1261
"89399","202711",1545
"89136","187012",811
"89162","167655",376
"89338","50789",2793
"89354","92140",1567
"89127","147943",747
"89373","153612",662
"89342","190022",737
"89172","171989",498
"89483","202",487
"89111","216068",281
"89171","142675",315
"89214","24364",202
"89261","142668",275
"89027","142683",217
"10444","142681",228
"10335","142688",235
"10319","26213",362
"89165","174186",115
"10276","13186",339
"10096","7972",432
"10003","101873",3584
"89461","142667",1171
"10066","130505",427
"10307","127589",384
"10037","127460",450
"10396","127595",501
"10340","83442",2284
"10186","97260",510
"10373","189982",428
"10360","74975",893
"10067","144719",1487
"10060","144714",2538
"10260","9385",606
"10245","32993",806
"10173","170218",503
"10100","6535",1101
"10363","65650",502
"10406","128779",1842
"10209","6480",1905
"10255","93225",316
"10238","42031",451
"10423","203267",442
"10062","185234",223
"10433","87935",260
"10092","24171",120
"10078","97964",29
"10376","86586",158
"10215","118748",304
"10252","158307",56
"10374","57284",144
"10160","194437",57
"10242","472",178
"10113","9853",207
"10306","9856",239
"10401","173460",2384
"10032","13020",328
"10440","156308",171
"10330","79403",107
"52140","22410",665
"52262","148273",73
"52254","190793",77
"52253","140029",209
"52472","107937",125
"52367","107936",48
"52011","140025",67
"52522","107939",341
"52058","140023",1880
"52075","140028",192
"52107","227536",218
"10035","79358",793
"52128","38302",125
"52133","1453",90
"52373","1452",45
"52247","148597",239
"52455","188271",242
"52064","148773",506
"52063","107380",97
"52067","107567",85
"52351","34464",81
"52227","87398",215
"88524","133714",360
"88003","114958",72
"88283","136264",94
"88430","61567",485
"88446","183724",262
"88496","136586",168
"88461","175229",213
"88271","201304",318
"88488","71770",246
"88264","80832",48
"88187","105775",42
"88030","168728",132
"88516","131812",5248
"88353","73514",96
"88001","10123",76
"88192","10122",100
"88047","10121",171
"88347","80831",125
"88210","199786",177
"88233","207005",610
"88147","232431",438
"88201","46488",899
"88439","165533",908
"88483","52251",2296
"88126","81710",1541
"88178","165532",1953
"88388","146372",116
"88209","50972",8436
"88134","222441",594
"88087","140298",3158
"88399","20246",201
"88091","83382",408
"88322","113141",495
"88131","98626",315
"88101","154716",1192
"88135","155516",955
"88359","120527",101
"88256","30010",270
"88240","204789",271
"88172","127710",232
"88085","30009",163
"88089","95325",627
"88505","213945",128
"88035","202631",140
"88115","95320",1597
"88014","198553",177
"88198","31852",576
"68005","215408",1776
"68162","34608",4634
"68023","129884",975
"68026","101351",1235
"68252","73533",1564
"68146","198964",1936
"68366","213144",768
"68110","122477",795
"68157","129852",1257
"68227","101106",1119
"68009","129942",809
"49099","216689",53890
"29229","37059",1134
"06080","230282",100
"29122","52008",678
"32228","173195",92
"32212","117479",212
"32365","169660",342
"32067","172012",52
"56170","49869",1127
"22146","22557",418
"22124","87423",209
"56245","222374",450
"65421","142573",51
"22285","197357",255
"22279","212481",1154
"22075","152694",712
"64109","130320",1883
"22376","51899",1628
"22255","162547",868
"22183","203737",3670
"22062","114927",547
"22371","84267",1119
"22309","49594",197
"35184","169245",5019
"35143","58672",970
"35245","24385",3762
"35135","12897",2169
"35120","206097",4843
"35146","150986",596
"35144","150985",922
"35177","172729",4510
"35356","55149",1796
"35193","150900",1928
"35173","115990",5913
"35079","75587",1958
"35274","116128",877
"35315","75598",1412
"35251","181660",3393
"78586","198047",51599
"35152","180808",7164
"35107","115932",1750
"35121","115933",1913
"35253","208178",3601
"35154","108412",1669
"35170","194724",590
"35269","7775",667
"35260","67064",577
"35072","87500",1719
"35086","67059",601
"35192","133535",241
"35214","8148",645
"35100","8152",583
"53123","74153",1486
"53245","16500",941
"53179","170891",336
"53072","40701",1241
"53200","85661",1177
"53021","178236",987
"53028","178234",578
"53122","45904",716
"53109","76464",629
"53113","129115",636
"53266","124003",228
"53256","21875",202
"53223","187122",393
"53236","10853",164
"72282","124280",515
"72266","26136",692
"72305","26921",988
"72235","4400",363
"72097","28735",457
"72120","115855",255
"72078","154437",382
"72142","167222",159
"72355","167219",95
"72251","42928",365
"72104","50357",599
"72354","115853",162
"72202","157631",223
"72018","31062",93
"72201","153171",257
"72324","164274",515
"72316","164276",678
"72276","70784",1996
"72313","164275",228
"61336","101769",113
"61041","130838",231
"61394","131307",807
"61484","38848",3820
"61405","152324",542
"28378","59509",545
"28342","168991",277
"28407","109919",314
"28072","223495",395
"28175","1655",173
"28387","223490",1050
"28119","1250",190
"28086","223499",337
"28261","223504",652
"28326","106786",376
"28196","214041",3396
"28041","87624",225
"28081","87351",312
"28139","48385",191
"28142","158412",174
"28419","32955",359
"28246","98002",533
"28222","166069",393
"28162","9799",343
"28049","166949",243
"28422","219330",3833
"28304","182547",468
"28047","149019",705
"28032","117955",335
"28215","108712",262
"28274","134917",258
"28210","63579",218
"28243","28679",219
"28319","229015",464
"28197","164215",130
"91016","74213",4174
"45015","17900",692
"45320","102341",358
"45310","40569",1561
"45012","74653",184
"91067","30994",121
"45191","157633",8114
"77060","180182",750
"77041","106091",307
"77088","33289",2521
"77520","33892",750
"77216","200020",1417
"77302","165484",2046
"77202","167177",665
"77473","170459",455
"77501","115237",700
"77531","167833",1756
"77465","115035",693
"77161","115037",821
"77184","115038",644
"77313","92323",233
"89332","57468",953
"89449","233480",1835
"89074","102436",2248
"89309","179159",3309
"89456","180355",657
"89255","186997",1043
"89080","222906",581
"89189","187014",576
"89414","50783",1510
"89310","24368",140
"89122","174189",548
"10301","45224",145
"10290","26306",227
"10410","101866",122
"10237","151514",601
"10124","143678",253
"10156","142704",676
"10240","97294",463
"10211","106089",925
"10381","127592",919
"10248","171015",405
"10321","224991",3090
"10333","202943",11770
"10325","58640",3750
"74293","63072",3483
"10343","208622",6904
"10081","209792",12634
"10265","43816",3187
"10362","9604",10183
"10357","202179",3068
"10332","38384",479
"10329","58905",562
"10053","117558",544
"10412","107133",946
"10190","9788",516
"10375","38358",342
"10110","32930",578
"10165","6533",314
"10397","118747",151
"10005","222942",275
"10012","173443",335
"10126","57287",140
"10008","57285",99
"10178","136575",294
"10384","136402",248
"10135","119438",100
"10050","119494",192
"10250","173464",223
"10011","15081",231
"10002","173461",269
"10176","216120",164
"10102","191429",204
"10378","79081",73
"52057","98068",107
"10366","191426",78
"52426","33920",119
"32446","16264",262
"52157","190794",13
"52326","117546",43
"52214","231499",30
"52310","171932",105
"52480","183567",404
"52548","39195",87
"52547","52686",212
"52473","214044",102
"52423","205592",693
"52335","168689",115
"52306","86454",475
"52523","107139",70
"52245","148548",73
"52095","148595",196
"52407","143230",321
"52225","188269",273
"52476","87395",79
"88443","6751",101
"52237","188270",289
"88352","6752",237
"52444","148547",391
"52468","143515",101
"88249","61570",78
"88195","200598",111
"88316","131621",50
"88265","115211",32
"88227","144039",89
"88017","131619",154
"88022","184192",218
"88440","192231",187
"88336","148706",66
"88141","207233",255
"88285","156538",446
"88051","6961",103
"88434","156542",238
"88325","153424",174
"88385","73370",610
"88146","131810",188
"88518","184785",25
"88164","166436",93
"88370","133277",58
"88489","10114",276
"88246","10113",479
"88403","208135",194
"88279","191042",61
"88151","11672",1139
"88281","32566",375
"88043","81691",123
"88288","81057",12
"88365","81697",162
"88499","81696",149
"88041","24472",115
"88237","46486",353
"88122","82185",367
"88103","46122",77
"88069","196150",137
"88174","176370",150
"88142","210221",393
"88294","176369",271
"88136","206049",1437
"88253","36217",672
"88099","150213",1472
"88133","204967",187
"88132","163138",1482
"88026","233897",1075
"88175","134653",521
"88495","65686",165
"88273","161048",457
"88152","179656",276
"88222","163133",223
"88203","163134",337
"88216","91112",747
"88086","30013",534
"88512","134652",234
"88502","197312",130
"88145","210182",227
"88076","163143",470
"88244","2786",593
"88059","202610",426
"88423","124138",1357
"88445","167158",2342
"88159","230660",530
"68147","141447",587
"68383","141904",349
"68285","141912",387
"68269","207239",4773
"68028","47698",1986
"68113","96362",1337
"67121","52972",837
"67281","137091",4177
"67187","52969",468
"67195","173175",591
"67056","228778",694
"67011","10905",954
"67277","115151",747
"29166","202194",531
"42243","6293",270
"29025","81918",1636
"29243","205955",415
"32468","29587",66
"94056","178569",2487
"29123","217998",835
"29102","183812",964
"32185","215849",150
"28054","161142",453
"29250","168066",751
"29152","197359",711
"22373","94547",99
"22061","16302",1427
"22163","25588",722
"22220","64773",1742
"22181","49629",688
"22033","137029",372
"22290","151384",319
"22298","2780",454
"22155","108359",2106
"22053","140139",676
"22240","197579",1170
"35234","42682",1185
"22032","151177",2448
"35171","72565",1836
"35307","71496",1005
"22208","158195",1646
"35180","86365",744
"35050","86291",543
"35017","174208",640
"35258","3077",348
"35276","114226",527
"35058","2828",1249
"35128","122114",1698
"35130","41330",2099
"35195","48977",2209
"35296","173847",1345
"35003","7820",837
"35118","142499",1374
"35178","22481",1622
"35304","194263",1303
"35293","115339",560
"35282","189390",1122
"35348","115340",395
"35137","114880",2003
"35025","67053",1038
"35324","115208",585
"35112","48476",1025
"35163","164311",1306
"53177","16556",329
"53211","186703",1607
"53155","126747",1361
"53269","165928",584
"53064","186705",1037
"53219","56086",1390
"53174","75849",797
"53216","152436",1013
"53008","220618",1756
"53144","19920",804
"53114","49217",196
"53057","19917",513
"53139","19925",392
"53271","219572",2930
"53013","52376",607
"72294","118701",503
"72309","53635",294
"72337","53636",887
"72141","39485",968
"72011","128016",918
"72323","219754",474
"72036","194182",337
"72139","87325",1001
"72225","48269",695
"72254","154440",278
"72005","50347",959
"72170","50350",194
"72192","50341",105
"72326","186601",225
"72227","213512",44
"72372","67238",66
"72238","134725",81
"72295","212181",524
"72086","32342",123
"61476","144083",267
"61319","130829",274
"61105","7364",204
"61498","79510",105
"61196","95515",751
"61005","49122",260
"61207","162167",667
"61038","184569",1598
"61471","163787",394
"61099","131309",271
"61043","67351",1073
"61116","223006",2203
"61448","51000",447
"28236","51060",1265
"28280","107283",10496
"28063","1653",568
"28237","3346",234
"28112","58080",440
"28165","56078",498
"28331","28202",493
"28105","54128",546
"28192","95957",295
"28109","132490",318
"28282","152387",427
"28234","87611",533
"28225","87391",648
"28021","16347",1504
"28245","134893",297
"28365","95250",389
"28141","48489",322
"28253","134822",920
"28388","159984",1042
"28403","146480",819
"28035","24124",991
"28107","24127",398
"28122","166962",1520
"28383","117920",681
"28309","167247",1040
"28366","174788",300
"28255","107509",147
"28004","127449",326
"28291","46832",527
"28268","107349",30
"28257","103998",88
"28313","157553",191
"28207","164700",220
"28408","62743",134
"28092","107355",240
"28009","107350",75
"28184","174757",334
"28026","28673",274
"28183","205324",676
"91511","62793",2038
"91131","218596",421
"91414","151905",399
"91533","128758",1790
"91240","139785",234
"91544","139782",496
"91613","187918",232
"91022","205763",131
"91248","44707",161
"91374","139781",207
"91526","225543",90
"91399","44705",202
"91137","6709",385
"91273","77694",793
"91507","209544",317
"91121","211834",484
"91463","38514",1002
"77471","88173",368
"77485","148804",767
"77477","28561",819
"77386","55676",704
"77491","129643",4813
"77312","223141",2741
"77419","142300",3181
"77494","203891",2713
"77210","200133",2696
"77305","234025",17173
"77316","129640",7563
"77172","172584",897
"77516","110472",719
"77338","65061",613
"77279","45292",1646
"77061","48367",2580
"77054","48372",769
"89460","5705",3366
"89480","7732",1387
"89124","7729",1177
"77310","174145",299
"89391","45287",1300
"89285","107087",254
"89302","172748",217
"89115","164497",169
"10054","112851",131
"10383","101879",175
"89469","31161",964
"10223","101881",709
"10348","7877",247
"10145","7881",217
"10125","143679",259
"10281","115418",313
"10414","99150",117
"10349","185932",2914
"10336","116847",410
"10030","71599",1326
"10352","116837",1465
"10191","116844",968
"10014","202582",195
"10328","185404",386
"10129","100127",298
"10061","29661",703
"10313","67877",420
"10389","216169",122
"10123","202154",922
"10183","60770",25
"10093","44566",96
"10163","67189",55
"10403","136404",71
"10377","136596",144
"10161","118187",43
"52047","153279",103
"52019","70008",95
"10072","161588",40
"52129","70015",103
"52065","203762",74
"52284","186444",97
"52436","173698",52
"52007","186445",76
"52230","62671",313
"52211","21419",1590
"52286","28323",93
"52369","148549",82
"52084","28324",40
"52256","163180",88
"52289","149236",316
"88511","49365",81
"88270","149237",2240
"88376","91434",266
"88044","83345",604
"88104","61572",198
"52177","168684",871
"88259","131615",301
"88474","192846",68
"88401","229732",450
"88031","162314",113
"88431","191293",135
"88324","192233",383
"88241","191292",431
"88206","166901",969
"88312","206722",201
"88427","73369",133
"88299","97407",182
"88194","73372",160
"88400","141492",286
"88476","175275",133
"88039","73974",318
"88257","138387",187
"88139","97405",119
"88335","211692",151
"88155","39797",115
"88368","97399",170
"88357","191447",715
"88304","177582",5598
"88023","133355",88
"88002","46533",57
"88525","149333",138
"88223","197187",149
"88493","32172",31
"88280","183218",101
"88437","196147",111
"88055","54654",156
"88129","46123",94
"88327","207401",2192
"68349","116",3936
"88190","127204",496
"88247","52253",1181
"88497","179655",527
"88040","179657",271
"88143","179654",290
"88027","84492",146
"88340","36220",518
"88080","209236",306
"88418","84787",484
"88021","19734",283
"88331","205871",47
"88130","83359",227
"88315","212477",159
"88064","163148",118
"88398","210636",87
"88463","143775",1570
"68149","112524",6970
"88326","129243",345
"88320","168139",857
"88113","207360",154
"88182","129245",211
"88375","161806",450
"88054","8279",316
"88032","22526",1293
"88193","161808",127
"68335","47696",430
"68296","141913",1029
"68280","36587",335
"67239","105356",1593
"67462","205861",19332
"67310","53065",1165
"67311","128086",1983
"67019","99222",1142
"67547","128084",2066
"67461","99223",336
"67398","99225",348
"67422","137605",605
"67486","209653",1698
"67453","137604",595
"29044","200296",1885
"29240","163380",940
"29222","49387",406
"29175","72822",2147
"29024","181812",7397
"22229","100284",1089
"68309","139343",3364
"22244","29765",507
"22300","108302",424
"22384","210565",1122
"22184","204817",1576
"78653","195051",334
"22337","162538",1129
"22369","84520",691
"22391","142833",1192
"22239","112669",1213
"22069","177340",216
"22312","46593",209
"22263","46597",330
"22308","112668",648
"22352","46596",283
"35318","102619",825
"35346","174207",190
"35094","71464",1667
"35110","66744",926
"35309","14013",847
"35326","108407",2559
"35261","114967",222
"35355","185819",1131
"35075","136523",827
"35244","155384",304
"35292","136527",1329
"35280","184221",1016
"35011","184220",304
"35243","136325",2296
"35310","184219",1491
"35062","164418",1429
"35157","83213",678
"53213","4859",535
"53202","136029",359
"53126","91852",1059
"53047","136028",268
"53071","133976",454
"53237","190493",456
"53170","94723",1184
"53234","160339",359
"53111","85363",485
"53160","41732",399
"53051","13206",581
"53116","45900",767
"53190","143600",458
"53112","49236",419
"78681","104663",695
"53085","123963",202
"53106","158569",549
"61165","5941",709
"72212","39489",711
"61203","89992",960
"72006","153916",1851
"72308","176585",1574
"72056","154435",1400
"61397","89994",3868
"72002","73779",214
"61286","3828",90
"72374","200606",161
"61325","118446",259
"61426","154832",593
"61437","29594",58
"61501","67361",412
"61309","59560",2157
"61345","64501",2023
"61061","32230",1446
"28362","56076",512
"28264","30955",145
"28265","51033",261
"28071","51044",601
"28166","78344",235
"28385","78341",421
"28339","23453",328
"28167","87610",394
"28290","51598",292
"28286","97650",605
"28350","51836",864
"28337","215203",2422
"28095","32835",282
"28281","32836",521
"28006","43781",1856
"28218","198879",16149
"28158","117783",838
"28220","109956",6720
"28110","74062",4200
"28024","146477",1742
"28269","117831",1664
"28380","50803",1916
"28194","24602",465
"28039","19469",1536
"28160","167239",790
"28421","80115",296
"28344","49971",263
"28317","167396",492
"28013","157713",1417
"28129","104005",746
"28074","36995",302
"28363","40928",1006
"28230","90298",347
"91547","214227",483
"28169","161132",228
"28294","187820",510
"91495","194518",311
"91130","127909",1165
"91556","190905",391
"91393","204686",577
"91433","183674",4388
"91100","44352",639
"91508","139803",287
"91629","214173",616
"91099","124298",2979
"91184","77684",267
"91180","102752",346
"91408","69929",1284
"91405","205608",4806
"91359","5679",2715
"77425","25648",787
"77185","25649",653
"77022","152194",1277
"77186","209093",14839
"77442","190983",2325
"77533","155726",2650
"77226","122784",2527
"77014","209680",13761
"77079","203435",6289
"77463","39585",3468
"77480","108763",903
"77194","42707",423
"77439","176089",1029
"77133","184497",241
"77101","113699",968
"77167","184493",319
"77467","29448",221
"77212","135328",149
"77434","215240",350
"77325","80057",363
"77025","11761",841
"77236","49319",372
"77507","16407",503
"77015","121709",99
"77523","85942",268
"77051","205291",2294
"77187","92763",596
"10382","132096",1073
"10370","84499",230
"10020","26329",506
"10085","26327",78
"10351","28045",363
"10146","7885",86
"10318","78845",152
"10023","7880",203
"10275","28038",586
"10224","115429",1716
"10339","115430",266
"10368","155054",1042
"10409","11844",555
"10090","116845",259
"10015","85201",313
"10149","112005",302
"10084","93590",1052
"10206","134637",122
"10270","134635",250
"10056","134639",211
"10193","42666",329
"10283","111456",143
"10303","37336",89
"10304","111455",192
"10046","37338",99
"10138","48160",125
"10228","37341",208
"10064","167346",2950
"10063","46082",456
"10117","61627",146
"10258","61629",310
"10372","145008",348
"52495","98060",82
"52359","98059",169
"52479","156923",728
"52321","75232",181
"52178","98058",404
"52172","98069",276
"10411","133888",20
"10184","111693",127
"52149","98070",114
"52039","75215",103
"52109","135854",8
"52066","191412",55
"52055","75889",111
"52201","191413",71
"52212","177875",338
"52346","75888",359
"52175","208162",352
"52456","92212",647
"52491","21743",114
"52218","21730",48
"52219","145848",21
"52187","145847",184
"52342","21735",28
"52097","16821",47
"88477","21738",97
"88344","168450",182
"88303","208894",207
"88183","127618",303
"88308","25476",301
"88229","73676",96
"88015","73681",231
"88036","176799",88
"88393","166713",311
"88242","45765",42
"88366","191304",281
"88010","162312",185
"54068","199103",105
"54003","128840",106
"88350","74076",80
"88389","74163",83
"88150","174078",317
"54207","29767",120
"54237","78460",109
"88100","229432",44
"88186","175526",50
"88060","183558",20
"88334","175529",278
"88066","160048",73
"88185","175528",115
"88056","108637",85
"88006","167522",302
"88364","110863",157
"88024","91203",107
"88449","184723",196
"88173","234106",436
"88163","105250",757
"88073","24337",203
"88406","209965",112
"88513","30272",2238
"88166","196199",349
"88355","197822",1273
"88379","215406",331
"88338","141655",88
"88313","105253",429
"88224","84491",382
"88168","29905",124
"88318","138588",221
"88416","100905",132
"88417","207117",407
"88251","105244",1127
"88412","208887",444
"88243","95815",505
"88435","203371",518
"88328","105238",560
"88438","13465",431
"88068","13464",898
"88519","188504",712
"88245","165248",301
"88128","165244",251
"88033","128827",345
"88419","128714",132
"88345","104632",84
"88057","110552",118
"88361","163149",1425
"88275","22335",217
"67255","122802",436
"67143","122804",665
"67507","186988",1822
"67062","159090",311
"67022","117665",259
"67493","32058",460
"67092","33734",617
"67490","176421",609
"67427","139910",397
"67320","142556",623
"67317","33732",670
"67094","8707",255
"67115","184037",2299
"67196","151624",2575
"67545","71911",511
"67040","209626",978
"67146","158539",628
"67090","158544",680
"29022","203802",2586
"29137","198129",2110
"29016","39083",1054
"29227","76192",1335
"22115","29902",537
"22099","60295",1074
"22281","137716",1496
"22079","151144",2214
"22346","56983",968
"22345","27737",841
"22296","151135",607
"22341","22756",670
"22185","85933",2423
"22082","211880",855
"22021","25320",1145
"22008","205928",1069
"22380","94137",706
"22280","116059",946
"22056","70270",1742
"22274","112667",278
"35225","116811",749
"35226","29383",1773
"35172","2860",1767
"35265","45528",2472
"35286","108403",243
"35205","14282",392
"35242","136519",341
"35341","711",1551
"35323","231761",620
"35191","57474",1070
"35267","217039",1722
"35273","183972",2024
"35071","209129",389
"35215","104016",1314
"35018","164239",1110
"35142","31609",1267
"53238","144022",581
"53093","145750",307
"53132","4848",332
"53199","161025",230
"53115","4847",321
"53131","139900",196
"53107","204657",2683
"53079","142212",396
"53176","107920",529
"53055","4700",608
"53235","38208",224
"53127","197563",2393
"53061","4766",501
"53196","73241",382
"50549","1839",321
"53185","34574",2363
"61182","161242",416
"61382","4422",1095
"53187","12716",227
"53052","12717",313
"61321","187229",353
"61234","6644",1147
"61111","6650",348
"61141","70767",429
"61117","75585",2291
"61143","214998",2748
"61497","8506",1543
"61001","197871",26350
"61467","124202",388
"61261","133333",172
"61202","40203",491
"72037","73782",97
"61412","7381",683
"61026","83316",194
"61502","7380",74
"61450","131402",74
"61411","89504",309
"61121","42449",294
"61327","153292",340
"61322","144086",113
"61381","234131",55
"61329","36321",743
"61348","42415",356
"61118","56209",145
"61113","46803",69
"61129","23979",377
"61255","56205",584
"61046","67668",116
"61300","54375",434
"28401","151133",450
"28240","54181",535
"28214","17119",3530
"28335","107790",935
"28354","107782",442
"28148","78342",345
"28302","26175",1114
"28203","54396",623
"28099","146993",1078
"28040","4346",313
"28154","43773",1635
"28325","51787",951
"28100","43780",412
"28022","51793",1181
"28229","50813",10368
"28358","82346",2015
"28070","82337",3572
"28173","185450",1340
"28085","211515",38840
"28104","53230",908
"28278","44421",1342
"28188","90625",915
"28073","53227",287
"28397","50278",414
"28285","19467",339
"28208","187823",400
"78071","145761",613
"78472","145762",338
"78478","81574",251
"78009","81576",297
"91175","204710",1755
"91145","31742",54
"91035","76234",365
"91519","194517",400
"91284","105802",1154
"91247","98",505
"91098","190908",398
"91148","94714",140
"91109","176904",1161
"91226","20292",6492
"91671","186875",603
"91080","39406",1319
"91198","139802",1471
"91232","209413",3960
"91441","170949",463
"91599","27471",1367
"77412","201610",345
"77065","144427",1180
"77435","40838",1109
"77359","30156",2137
"77069","152184",1982
"77037","173106",5617
"77096","31444",2602
"77100","145739",4417
"77179","1371",581
"77441","183401",2095
"77165","211359",597
"77354","80797",938
"77266","155729",771
"77164","43015",536
"77140","108962",291
"77509","80052",604
"77311","176091",1302
"77068","173859",211
"77223","151465",574
"77242","168821",541
"77355","166495",179
"77452","185415",52
"77461","220074",284
"77076","19228",754
"77208","6222",1453
"77347","224817",856
"77159","203008",2913
"77227","136540",646
"77522","145050",301
"10153","101884",647
"10169","65250",249
"10334","115426",588
"10164","103913",730
"10347","28043",218
"10157","157367",208
"10280","76455",812
"10271","213171",663
"10274","131078",319
"10132","116848",230
"10234","90225",302
"10392","175377",381
"10353","143813",861
"10166","191810",396
"10320","116842",232
"08090","95917",2967
"10442","99983",640
"10256","99982",401
"10236","108907",59
"10021","118999",154
"10214","29277",70
"10405","72296",44
"10065","119083",98
"10101","72294",187
"10243","72303",108
"10300","153965",294
"10017","63271",141
"10073","29280",137
"10059","119088",101
"10253","82321",123
"10326","133747",226
"10047","166186",42
"10315","82319",41
"10189","109880",67
"10285","48474",82
"10171","61397",253
"10424","61392",66
"10393","61398",182
"10221","61390",178
"10192","61393",120
"52088","80640",646
"52487","156924",83
"52034","166127",133
"52169","166124",88
"52510","70066",380
"52179","70064",40
"52231","10470",98
"52198","92221",81
"52356","10472",100
"52512","166414",610
"52442","177873",335
"52490","99939",799
"52398","148489",706
"52443","31753",37
"52004","128281",14
"52181","152455",97
"55104","165035",102
"52131","31556",73
"88025","129905",78
"55534","186815",61
"88102","104010",102
"88293","50440",244
"88219","8566",170
"88305","99395",211
"88118","8571",739
"52250","90231",3443
"55142","186732",147
"88290","149227",121
"88019","198700",174
"54220","45996",74
"88013","74075",94
"54052","166051",126
"54531","143306",57
"54530","146601",83
"54545","146600",208
"54117","108198",114
"54522","167128",139
"54552","127537",73
"54241","221511",74
"54190","166049",112
"54204","29771",92
"54473","88813",269
"54434","225087",273
"54156","88811",520
"54268","152187",175
"54278","36598",88
"54597","206111",462
"54224","132087",115
"54554","42718",71
"88239","199726",140
"88286","30266",89
"54238","186911",266
"54307","232212",173
"54042","168470",335
"54475","190699",157
"54325","60218",83
"54487","60217",78
"54471","45863",74
"88121","59603",266
"88110","178932",222
"88230","29904",41
"88402","134682",404
"88425","29906",182
"88298","199740",61
"88156","200234",148
"88527","122448",165
"88301","96028",312
"88333","122450",106
"88008","203946",160
"88410","122373",284
"54519","227677",530
"88372","83395",6422
"88319","89038",3282
"88053","89039",152
"88306","112375",53
"88444","92953",327
"88300","43327",147
"88506","121112",341
"88093","43328",55
"67436","29509",516
"88436","94683",65
"88501","104521",70
"67026","185436",139
"67059","29748",450
"67426","186985",358
"67003","159099",470
"67032","227084",222
"67387","212554",298
"67125","156033",2248
"67429","101031",593
"67120","8711",566
"67481","203963",1008
"67233","56383",1263
"67464","97450",862
"67216","45811",2629
"67246","71828",1178
"67433","222447",1140
"67028","173784",5716
"67412","168030",929
"67192","42291",909
"67154","144272",3297
"67338","168623",1405
"67086","48354",364
"67055","56320",1264
"29238","198698",861
"29140","30494",3588
"29080","20552",2224
"29086","4987",1406
"29007","175210",974
"16284","70245",123
"22023","30057",446
"22088","232857",277
"22291","104772",289
"22171","115200",4246
"22307","80959",2063
"22170","80961",1515
"22176","137718",6346
"22258","2738",3830
"22193","22743",1537
"22317","142874",261
"22180","103919",1836
"22388","118795",1267
"22315","203050",315
"22364","37228",2574
"22259","131805",3751
"22118","227153",3903
"22339","198914",2288
"35308","45501",2769
"22299","77771",1341
"35344","122441",340
"35362","29047",1131
"35029","111439",1446
"35092","130694",800
"35044","14245",386
"35004","230385",1366
"35083","53514",649
"50018","118671",525
"50337","112232",380
"35111","147198",708
"35357","31323",323
"35230","147199",385
"35271","192293",1613
"35174","202384",664
"35162","223924",3435
"53125","42127",1156
"53100","145749",1281
"61387","40580",570
"53261","23919",172
"61324","40788",1222
"61075","40578",1242
"53189","99548",117
"53230","96570",286
"61482","40884",386
"53164","98665",360
"61439","67184",125
"61257","121238",121
"53204","98610",389
"53173","95052",187
"61107","48026",416
"61350","161246",161
"61231","47926",110
"61383","108616",157
"61228","18170",194
"61172","34562",254
"61224","138512",423
"61068","78698",201
"61304","732",313
"61156","135120",537
"61251","195120",151
"61258","10175",758
"61126","51856",502
"61277","69056",319
"61029","42640",912
"61293","162162",4024
"61418","93594",448
"61507","163003",323
"61160","56207",217
"61230","151779",3128
"61242","177642",244
"61274","189093",194
"28232","54179",577
"28156","70429",942
"28033","18244",812
"28008","84937",204
"28130","40757",963
"28147","190725",597
"28128","23444",429
"28060","51791",210
"28163","159049",205
"28301","177410",435
"28102","51815",710
"28068","168759",435
"28084","157177",716
"28379","104068",438
